Type,Head_Size,Teeth_Size,Dinosaur_Length,Weight,Gender,Class
Triceratops,2.08,19.68,8.89,8328.36,Male,3
Triceratops,2.17,17.78,7.58,8149.47,Male,3
TREX,1.48,22.66,10.49,7424.89,Female,1
Triceratops,2.17,17.92,6.91,6460.29,Female,3
TREX,1.31,20.68,11.27,6624.03,Male,1
TREX,1.55,18.41,10.95,8037.94,Female,1
Spinosaurus,1.56,13.16,13.02,9247.29,Female,2
TREX,1.57,24.31,11.85,6788.17,Female,1
Spinosaurus,1.4,13.34,15.44,9186.93,Female,2
Triceratops,2.01,14.51,8.18,8361.91,Male,3
Spinosaurus,1.54,17.83,14.69,7239.36,Male,2
TREX,1.47,21.1,11.36,7509.4,Female,1
Triceratops,2.17,14.67,8.12,7840.57,Male,3
TREX,1.39,21.15,12.36,6827.68,Female,1
Triceratops,2.05,15.03,8.55,6763.24,Female,3
Spinosaurus,1.4,14.67,13.48,9908.45,Male,2
TREX,1.48,17.04,9.79,6264.2,Male,1
Spinosaurus,1.43,11.83,14.51,9957.41,Male,2
TREX,1.32,26.27,10.81,7775.82,Female,1
Triceratops,2.07,21.18,8.53,6476.33,Male,3
TREX,1.46,20.23,10.17,6859.24,Female,1
Triceratops,2.09,18.16,7.72,5948.19,Female,3
TREX,1.55,15.44,11.5,6086.95,Male,1
Triceratops,2.07,21.11,6.54,7888.37,Male,3
TREX,1.38,21.19,10.34,5320.12,Male,1
TREX,1.63,10.49,9.88,6390.32,Female,1
Spinosaurus,1.36,14.2,13.56,8776.6,Female,2
Spinosaurus,1.39,14.38,11.62,8560.38,Female,2
TREX,1.52,16.83,10.25,7114.69,Male,1
Triceratops,2.14,16.5,6.47,7617.78,Female,3
Spinosaurus,1.47,13.68,14.3,10184.98,Male,2
TREX,1.6,17.41,12.12,6629.33,Male,1
TREX,1.49,23.62,10.56,5609.13,Female,1
Triceratops,2.04,22.78,7.65,8385.36,Female,3
Spinosaurus,1.44,18.28,11.86,8701.02,Female,2
TREX,1.58,25.22,10.19,6708.61,Male,1
Spinosaurus,1.46,14.86,11.52,9404.05,Male,2
Triceratops,2.03,16.71,9.03,6908.02,Male,3
TREX,1.6,22.33,11.11,7284.51,Female,1
Triceratops,1.94,18.2,8.22,7137.28,Female,3
TREX,1.58,15.27,10.77,6877.14,Female,1
Triceratops,2.0,19.65,8.97,8055.4,Female,3
Spinosaurus,1.49,11.97,13.59,7497.61,Female,2
Triceratops,1.95,17.3,7.06,8040.26,Male,3
Triceratops,2.06,19.04,8.84,8732.06,Female,3
TREX,1.56,18.93,9.83,7344.92,Female,1
Triceratops,1.77,15.9,5.9,7877.33,Male,3
TREX,1.49,21.52,12.04,6814.93,Male,1
Triceratops,2.0,22.15,6.9,7481.59,Male,3
Triceratops,1.9,18.0,7.13,8697.46,Female,3
Triceratops,2.01,16.51,7.1,8121.64,Female,3
Triceratops,2.01,12.1,9.03,8532.59,Male,3
Triceratops,2.06,19.84,6.39,6459.3,Male,3
Triceratops,2.03,18.63,7.9,7936.59,Male,3
Triceratops,1.92,16.49,7.28,6989.46,Female,3
TREX,1.58,19.28,11.44,6406.91,Female,1
Triceratops,2.09,18.42,7.05,8727.83,Male,3
Triceratops,2.0,21.49,8.83,8177.45,Female,3
TREX,1.39,18.85,10.64,6301.4,Female,1
Spinosaurus,1.51,14.34,13.57,10654.51,Female,2
Triceratops,1.98,18.08,8.31,7191.64,Male,3
TREX,1.51,21.6,10.51,5791.18,Female,1
TREX,1.55,19.18,10.54,6524.03,Female,1
TREX,1.28,21.65,10.12,6993.03,Female,1
Spinosaurus,1.39,12.02,12.76,9451.7,Female,2
Triceratops,2.01,18.82,7.76,7209.93,Male,3
Triceratops,1.81,22.76,8.85,7047.21,Female,3
TREX,1.59,19.27,10.96,6182.1,Female,1
TREX,1.53,16.97,11.55,6013.05,Male,1
Triceratops,2.04,13.66,8.24,7625.77,Female,3
Spinosaurus,1.42,11.99,11.91,9956.55,Male,2
Spinosaurus,1.46,14.84,12.89,8282.72,Female,2
TREX,1.52,16.83,11.6,5479.17,Female,1
Triceratops,2.01,16.01,5.41,7121.18,Male,3
Triceratops,2.15,19.11,8.43,9569.68,Female,3
Spinosaurus,1.65,14.3,12.07,8530.93,Male,2
Spinosaurus,1.53,14.9,12.74,10188.06,Female,2
TREX,1.6,23.58,12.58,6372.6,Female,1
Spinosaurus,1.45,15.23,12.63,7611.71,Male,2
TREX,1.48,24.41,11.73,7291.41,Male,1
Triceratops,1.95,14.15,7.93,7606.34,Female,3
TREX,1.49,21.44,10.37,6528.6,Male,1
TREX,1.5,23.25,10.77,6381.01,Female,1
TREX,1.58,22.54,10.5,5879.21,Male,1
Triceratops,2.0,13.28,7.52,7957.52,Male,3
Triceratops,1.92,21.98,7.64,7344.59,Male,3
Triceratops,1.9,15.43,10.66,6972.36,Female,3
Spinosaurus,1.66,13.78,12.18,8605.84,Female,2
TREX,1.42,16.43,11.08,6005.63,Female,1
Spinosaurus,1.58,15.46,12.39,8693.62,Female,2
Triceratops,2.03,20.45,7.45,8056.78,Male,3
Spinosaurus,1.68,13.46,13.65,10670.09,Male,2
TREX,1.43,20.63,10.74,6295.4,Female,1
Triceratops,2.13,17.67,7.58,7463.67,Male,3
Spinosaurus,1.69,13.72,11.05,7192.74,Female,2
TREX,1.4,18.05,10.89,7578.49,Female,1
TREX,1.43,21.53,11.52,6555.63,Male,1
Spinosaurus,1.74,15.15,11.56,9152.02,Male,2
TREX,1.51,14.27,9.46,6811.63,Female,1
TREX,1.65,19.23,10.26,6700.39,Male,1
Spinosaurus,1.6,13.82,13.31,10510.73,Male,2
Triceratops,1.87,18.37,8.56,7643.55,Female,3
Spinosaurus,1.5,19.62,13.31,9055.48,Female,2
Triceratops,2.21,21.83,7.76,8029.58,Female,3
Spinosaurus,1.61,15.76,13.36,10733.44,Male,2
TREX,1.48,23.66,10.13,6667.73,Female,1
Triceratops,2.03,16.68,6.62,7533.71,Male,3
Spinosaurus,1.53,13.43,10.57,8022.35,Male,2
TREX,1.48,18.35,10.02,5254.06,Female,1
Spinosaurus,1.63,11.61,13.28,8034.6,Male,2
Spinosaurus,1.58,14.31,13.17,8240.35,Female,2
Triceratops,2.07,14.33,6.81,6662.93,Male,3
TREX,1.55,20.23,9.72,8146.9,Male,1
TREX,1.41,23.14,11.83,6390.21,Male,1
TREX,1.48,20.18,11.14,7038.81,Male,1
TREX,1.6,20.8,9.85,5782.57,Female,1
TREX,1.57,21.2,10.35,7738.5,Female,1
TREX,1.51,14.67,12.08,6211.3,Female,1
TREX,1.54,18.32,10.01,6367.69,Male,1
TREX,1.52,21.98,11.22,6869.65,Female,1
TREX,1.44,22.64,10.98,6263.85,Male,1
Triceratops,1.86,16.87,7.78,8153.41,Male,3
TREX,1.45,17.57,10.31,6579.45,Male,1
TREX,1.54,23.69,8.88,5668.84,Male,1
TREX,1.55,18.27,13.09,7436.62,Female,1
Triceratops,2.14,18.52,7.1,7476.28,Male,3
Spinosaurus,1.72,13.56,12.34,10197.49,Female,2
Spinosaurus,1.5,14.75,12.63,8031.95,Male,2
Spinosaurus,1.5,13.04,12.97,8783.21,Female,2
TREX,1.38,19.93,10.48,7141.82,Female,1
TREX,1.61,24.6,9.92,5666.8,Female,1
TREX,1.81,16.0,12.81,6636.66,Female,1
Triceratops,1.97,19.21,7.19,8131.06,Male,3
Spinosaurus,1.62,15.38,12.44,8935.58,Male,2
Triceratops,1.96,14.19,7.28,7569.87,Female,3
TREX,1.48,15.7,10.28,7068.36,Male,1
Triceratops,1.82,15.65,8.18,6973.67,Male,3
Triceratops,2.07,17.65,6.47,8032.05,Female,3
TREX,1.57,22.94,10.05,4330.94,Female,1
TREX,1.56,22.04,11.22,6972.95,Female,1
Triceratops,2.02,16.27,7.53,5906.9,Male,3
TREX,1.46,15.81,10.54,8213.95,Male,1
Triceratops,1.89,15.87,7.95,7242.06,Male,3
TREX,1.51,19.81,10.22,6440.56,Female,1
TREX,1.44,20.54,11.91,7389.45,Female,1
Triceratops,1.9,21.79,5.55,7187.06,Female,3
TREX,1.43,18.39,11.52,6211.31,Female,1
Spinosaurus,1.6,15.38,12.66,10107.27,Female,2
Spinosaurus,1.42,12.11,12.64,8834.92,Male,2
Triceratops,1.97,17.95,7.96,8622.36,Female,3
Triceratops,1.96,19.7,5.33,7543.25,Male,3
TREX,1.64,19.38,12.29,7223.94,Male,1
Triceratops,2.13,18.09,8.25,8046.44,Female,3
Triceratops,2.04,17.76,9.64,8633.53,Male,3
Triceratops,2.0,16.42,8.48,6414.22,Male,3
Triceratops,1.94,16.64,6.58,8167.83,Female,3
TREX,1.5,16.59,13.54,4018.14,Male,1
TREX,1.43,21.75,11.0,6971.61,Female,1
TREX,1.73,25.86,12.78,6479.57,Male,1
Spinosaurus,1.67,13.01,13.09,7556.28,Female,2
TREX,1.45,23.67,9.93,7555.03,Female,1
Triceratops,1.97,18.93,6.99,7358.66,Female,3
Spinosaurus,1.5,17.7,13.66,8333.35,Male,2
TREX,1.5,18.17,11.66,7745.96,Female,1
Triceratops,1.99,18.19,8.83,5912.71,Female,3
TREX,1.48,17.87,11.41,5775.81,Female,1
TREX,1.47,18.05,12.05,7773.52,Female,1
Triceratops,2.02,10.36,5.85,6837.58,Female,3
Spinosaurus,1.52,15.26,12.12,8763.18,Male,2
Triceratops,2.07,25.03,8.59,7658.19,Female,3
TREX,1.34,15.82,11.59,6951.33,Male,1
Spinosaurus,1.44,15.93,12.71,8645.79,Female,2
Spinosaurus,1.74,15.76,13.5,8435.05,Male,2
TREX,1.68,22.53,10.82,6927.08,Male,1
TREX,1.29,22.7,10.23,5845.6,Male,1
Spinosaurus,1.43,14.4,13.18,7994.3,Male,2
Triceratops,2.02,17.53,8.4,7894.3,Female,3
Triceratops,2.14,13.66,9.34,7501.21,Female,3
TREX,1.4,19.21,10.45,5817.03,Female,1
TREX,1.43,29.73,11.01,7051.02,Female,1
Triceratops,1.92,17.58,7.09,7008.7,Male,3
TREX,1.71,17.3,8.97,7208.16,Female,1
Spinosaurus,1.55,14.64,14.08,7640.03,Female,2
Triceratops,2.07,17.12,6.99,7660.32,Male,3
TREX,1.63,25.5,10.34,6682.31,Female,1
Spinosaurus,1.39,15.08,11.83,9019.26,Male,2
TREX,1.39,21.39,12.5,6389.91,Female,1
Triceratops,1.94,19.39,9.12,7271.76,Female,3
Spinosaurus,1.42,15.7,12.66,8654.35,Female,2
Triceratops,2.12,19.16,8.13,7408.51,Female,3
Spinosaurus,1.39,13.82,14.13,9824.09,Male,2
Spinosaurus,1.42,13.51,12.67,11231.5,Female,2
Triceratops,1.98,11.8,8.02,7994.17,Male,3
Spinosaurus,1.48,15.53,12.44,9360.86,Male,2
Triceratops,1.84,19.06,8.54,7287.76,Female,3
Spinosaurus,1.53,17.57,13.75,8984.45,Female,2
TREX,1.38,17.66,10.44,6637.73,Male,1
Triceratops,2.1,14.34,10.39,7582.9,Male,3
Triceratops,2.1,17.03,9.01,7187.59,Male,3
Spinosaurus,1.51,15.66,12.44,7227.97,Female,2
TREX,1.28,23.5,10.55,6298.3,Female,1
TREX,1.62,23.74,10.48,6558.82,Male,1
Triceratops,1.97,15.74,9.58,7868.3,Male,3
Spinosaurus,1.45,16.22,12.27,9734.96,Female,2
Triceratops,2.1,18.34,7.76,7490.9,Female,3
Triceratops,2.02,14.26,8.11,7170.3,Male,3
TREX,1.58,18.45,12.05,6752.84,Female,1
Triceratops,2.06,18.44,8.13,7689.45,Female,3
Spinosaurus,1.43,14.28,13.07,8355.19,Male,2
Triceratops,1.96,20.28,8.3,7427.89,Female,3
TREX,1.43,18.18,9.0,6144.54,Male,1
TREX,1.46,17.36,11.37,6999.66,Female,1
Triceratops,1.84,16.39,8.84,6373.35,Female,3
TREX,1.42,16.41,11.21,5958.97,Male,1
Spinosaurus,1.49,18.27,12.64,9377.06,Female,2
Spinosaurus,1.55,14.58,13.37,8515.98,Male,2
Triceratops,2.09,20.71,6.95,7919.37,Female,3
TREX,1.71,22.17,9.89,7016.4,Female,1
Triceratops,2.01,20.76,8.64,8749.52,Female,3
TREX,1.58,25.18,10.16,6243.07,Female,1
Spinosaurus,1.63,17.32,13.48,7583.01,Male,2
TREX,1.45,18.12,13.32,6024.0,Male,1
Triceratops,2.08,17.41,8.86,7689.22,Female,3
TREX,1.48,26.13,10.27,7455.26,Male,1
Triceratops,1.95,20.56,7.46,7462.72,Female,3
Triceratops,2.02,18.36,7.39,6263.4,Male,3
Spinosaurus,1.48,18.35,12.68,9049.3,Female,2
TREX,1.65,17.14,11.43,6104.79,Male,1
Spinosaurus,1.55,16.57,13.63,8945.66,Female,2
Spinosaurus,1.56,15.14,13.27,9932.83,Male,2
Spinosaurus,1.49,15.19,13.33,7878.17,Male,2
TREX,1.61,23.01,10.64,6337.42,Male,1
Triceratops,1.95,22.78,8.59,7509.2,Female,3
Spinosaurus,1.57,15.34,12.14,7758.7,Female,2
Triceratops,2.02,18.43,7.85,8518.73,Female,3
TREX,1.55,23.15,11.39,6437.41,Male,1
Triceratops,1.9,22.29,8.89,7756.08,Male,3
Spinosaurus,1.55,14.22,12.15,8671.94,Male,2
Spinosaurus,1.53,17.92,12.78,9930.87,Female,2
Spinosaurus,1.43,15.1,14.33,8849.65,Male,2
Spinosaurus,1.47,12.14,12.9,8977.8,Male,2
Triceratops,2.09,12.14,8.84,6454.1,Female,3
TREX,1.72,17.47,11.33,6797.43,Female,1
TREX,1.48,15.66,11.07,6912.69,Female,1
Spinosaurus,1.42,11.14,13.94,8693.0,Female,2
Triceratops,2.12,18.46,7.5,8096.44,Female,3
TREX,1.7,20.39,10.61,6765.23,Male,1
TREX,1.5,22.07,12.61,6515.29,Male,1
Triceratops,1.87,16.83,7.88,6662.14,Male,3
TREX,1.5,17.85,9.37,5755.78,Male,1
TREX,1.36,21.12,9.75,7157.5,Male,1
Triceratops,1.84,24.99,8.47,7816.24,Male,3
Triceratops,2.21,23.38,7.9,7278.82,Male,3
Triceratops,2.0,20.99,6.95,8095.16,Female,3
TREX,1.55,21.54,12.01,6516.24,Male,1
TREX,1.61,19.25,11.02,7533.96,Male,1
Triceratops,1.97,11.76,7.53,7335.19,Female,3
TREX,1.45,20.79,10.3,5334.19,Male,1
TREX,1.65,14.62,10.67,5673.45,Male,1
Triceratops,1.98,17.48,8.84,7880.58,Male,3
Triceratops,2.15,14.45,8.79,8161.61,Male,3
Triceratops,1.95,15.42,8.99,7336.31,Male,3
Triceratops,2.03,18.39,6.93,7305.28,Female,3
TREX,1.74,17.04,11.82,5551.94,Female,1
TREX,1.68,22.3,8.33,6806.97,Female,1
Spinosaurus,1.53,13.56,12.68,9143.63,Female,2
Triceratops,1.93,22.11,9.57,7580.07,Male,3
Triceratops,1.96,16.05,8.56,7068.27,Female,3
Spinosaurus,1.63,16.14,13.79,6468.57,Male,2
Spinosaurus,1.62,14.2,13.6,8245.89,Female,2
Triceratops,2.03,17.82,8.45,8772.16,Male,3
Triceratops,2.1,20.03,6.63,8708.43,Male,3
Triceratops,2.05,17.33,9.3,6852.84,Female,3
TREX,1.67,22.66,11.3,6247.39,Female,1
Triceratops,1.97,17.2,9.18,9117.32,Male,3
Spinosaurus,1.49,18.34,14.71,10747.06,Male,2
Spinosaurus,1.43,15.47,12.51,8330.64,Female,2
Triceratops,1.83,21.87,8.78,8103.97,Female,3
TREX,1.43,22.62,12.05,6989.08,Female,1
TREX,1.44,18.2,11.87,6302.78,Female,1
Spinosaurus,1.53,16.28,12.63,9085.48,Male,2
Triceratops,2.08,15.31,7.14,7590.84,Female,3
TREX,1.54,19.66,12.47,5790.41,Male,1
TREX,1.56,23.54,8.51,5529.16,Female,1
Triceratops,1.83,22.32,9.62,6956.89,Female,3
Triceratops,2.01,17.55,8.03,6417.8,Male,3
TREX,1.5,24.55,10.59,7446.46,Female,1
Triceratops,2.05,20.4,8.25,7265.95,Male,3
TREX,1.59,20.97,10.68,7333.74,Male,1
Triceratops,1.96,19.83,8.38,6369.09,Male,3
Triceratops,2.11,21.04,8.18,7699.37,Female,3
TREX,1.57,20.92,9.88,6506.7,Female,1
TREX,1.53,21.64,12.48,6244.6,Male,1
TREX,1.51,21.45,9.77,6046.46,Male,1
TREX,1.55,21.19,10.13,6483.23,Female,1
Triceratops,1.99,18.9,6.3,6928.7,Female,3
TREX,1.41,21.38,11.4,6550.37,Female,1
Triceratops,1.93,23.78,7.09,5525.81,Male,3
Triceratops,1.94,19.35,7.52,8351.41,Male,3
TREX,1.57,22.87,10.65,7552.12,Male,1
Spinosaurus,1.36,14.67,14.39,9097.83,Female,2
Triceratops,1.98,17.79,7.81,7388.49,Male,3
Triceratops,2.21,18.61,9.0,7023.95,Female,3
Spinosaurus,1.55,15.91,12.35,9138.86,Male,2
Spinosaurus,1.52,21.57,12.87,9732.48,Male,2
Triceratops,2.06,20.85,8.0,7793.84,Male,3
Triceratops,1.81,17.89,8.69,7599.5,Male,3
Spinosaurus,1.43,17.51,12.59,9709.03,Female,2
Triceratops,2.16,13.72,7.43,8869.67,Male,3
TREX,1.71,26.15,9.87,8410.18,Male,1
Spinosaurus,1.59,17.44,12.24,8798.23,Female,2
Triceratops,1.95,18.0,9.39,8074.31,Male,3
Triceratops,2.0,16.68,6.74,7076.03,Female,3
TREX,1.52,21.0,9.15,7032.85,Female,1
TREX,1.51,20.75,8.45,6488.18,Female,1
TREX,1.35,18.19,12.36,6274.45,Male,1
Triceratops,1.99,16.85,7.85,8111.05,Male,3
Spinosaurus,1.49,11.94,14.16,8469.99,Male,2
Triceratops,1.99,16.12,6.88,7721.8,Female,3
TREX,1.5,14.89,10.46,6464.47,Male,1
Spinosaurus,1.39,13.02,12.31,8851.38,Male,2
Spinosaurus,1.59,13.85,13.92,10001.33,Male,2
Triceratops,1.9,16.65,7.88,7846.27,Male,3
Spinosaurus,1.48,16.44,13.6,8114.35,Female,2
TREX,1.52,20.87,11.04,7922.5,Female,1
TREX,1.49,22.16,9.1,5667.13,Female,1
Spinosaurus,1.48,14.53,11.25,8331.57,Male,2
TREX,1.52,21.97,11.69,6364.95,Male,1
Spinosaurus,1.58,15.57,12.22,11664.61,Female,2
TREX,1.5,21.67,11.73,6661.58,Male,1
TREX,1.43,16.54,10.51,5362.31,Male,1
Triceratops,2.08,18.21,8.63,6171.84,Male,3
Triceratops,1.92,18.85,7.87,7000.34,Female,3
TREX,1.54,18.76,11.78,5908.4,Female,1
TREX,1.44,16.41,10.77,6287.94,Female,1
TREX,1.59,18.03,13.11,7712.4,Female,1
Triceratops,2.06,18.26,5.97,6445.11,Male,3
TREX,1.48,18.12,9.84,5406.66,Female,1
Spinosaurus,1.46,18.18,12.92,6822.76,Male,2
Spinosaurus,1.38,13.46,12.85,9401.47,Male,2
Spinosaurus,1.57,14.93,13.72,9876.21,Female,2
TREX,1.39,23.61,10.93,6716.1,Male,1
TREX,1.55,19.61,10.19,6749.92,Female,1
Spinosaurus,1.5,17.25,12.02,8993.38,Male,2
TREX,1.41,17.91,11.31,7124.82,Male,1
TREX,1.58,21.83,12.69,6458.36,Female,1
Spinosaurus,1.31,15.56,14.24,9748.0,Male,2
Triceratops,1.98,19.93,6.59,7614.64,Female,3
Spinosaurus,1.33,14.71,11.75,8699.68,Female,2
Spinosaurus,1.45,14.63,15.32,11476.93,Male,2
TREX,1.36,16.99,9.68,6270.47,Female,1
Spinosaurus,1.69,15.72,11.48,8513.42,Female,2
Triceratops,1.92,18.67,7.83,7359.88,Male,3
TREX,1.41,23.02,11.18,5524.43,Female,1
Spinosaurus,1.54,16.14,12.77,8958.48,Male,2
TREX,1.54,19.35,10.78,5061.75,Female,1
Triceratops,2.0,20.79,8.74,7678.67,Male,3
Triceratops,1.77,14.21,8.38,7285.93,Female,3
TREX,1.41,22.81,10.87,7488.1,Male,1
Triceratops,1.98,20.99,8.43,7196.67,Female,3
Triceratops,2.06,17.1,8.08,7952.55,Male,3
TREX,1.58,19.69,11.39,6464.66,Male,1
Triceratops,1.96,22.69,7.28,6590.83,Female,3
TREX,1.55,19.63,9.82,7081.95,Male,1
TREX,1.4,18.46,11.89,6001.43,Male,1
Spinosaurus,1.54,11.76,12.16,9523.68,Male,2
Spinosaurus,1.5,16.64,11.94,8579.07,Female,2
Triceratops,1.87,15.8,7.23,7548.67,Male,3
Triceratops,1.96,15.17,8.37,7684.82,Male,3
Triceratops,1.96,19.72,7.79,6136.52,Male,3
TREX,1.55,20.7,9.09,7573.58,Male,1
TREX,1.54,15.3,12.02,6080.37,Male,1
TREX,1.58,19.45,10.88,6876.42,Female,1
Triceratops,2.08,14.91,7.36,7335.83,Male,3
Spinosaurus,1.43,12.36,14.19,9471.08,Female,2
TREX,1.57,20.63,10.23,7774.04,Male,1
Spinosaurus,1.52,16.09,13.99,9737.93,Male,2
TREX,1.44,15.92,8.78,5899.29,Male,1
TREX,1.5,18.28,9.57,8241.94,Male,1
TREX,1.33,20.89,10.7,6320.16,Male,1
TREX,1.47,18.75,10.96,7893.51,Female,1
TREX,1.52,21.14,11.78,7293.5,Male,1
Triceratops,2.03,22.06,8.81,8420.0,Male,3
TREX,1.67,29.46,10.11,6530.9,Male,1
TREX,1.56,22.85,11.48,6733.79,Female,1
TREX,1.48,19.67,12.45,6784.63,Female,1
Spinosaurus,1.48,18.35,13.03,10961.1,Female,2
TREX,1.39,20.14,11.21,7433.33,Female,1
Spinosaurus,1.43,17.06,12.04,9151.85,Male,2
Triceratops,2.12,13.18,7.74,8000.79,Male,3
Spinosaurus,1.51,12.65,9.91,9388.27,Male,2
Spinosaurus,1.44,14.93,14.14,8978.64,Male,2
Spinosaurus,1.57,17.13,12.8,9040.43,Female,2
Triceratops,1.97,17.06,7.77,7198.19,Female,3
TREX,1.49,19.93,10.67,7623.2,Female,1
Triceratops,1.91,12.27,7.13,7333.28,Male,3
Spinosaurus,1.43,12.56,12.51,10528.78,Female,2
Triceratops,1.98,16.04,8.51,8344.28,Female,3
TREX,1.69,19.74,11.34,7066.11,Female,1
TREX,1.44,15.4,11.91,6996.58,Male,1
Triceratops,1.87,14.3,8.44,6816.22,Female,3
TREX,1.71,24.89,10.72,5888.8,Female,1
Spinosaurus,1.56,16.05,13.62,10597.67,Male,2
Triceratops,1.81,18.45,8.01,5725.96,Male,3
Triceratops,2.07,17.04,9.79,6461.71,Male,3
TREX,1.52,25.97,12.26,5859.51,Male,1
Triceratops,1.99,19.31,9.85,7153.06,Male,3
TREX,1.47,21.47,11.78,6335.73,Female,1
TREX,1.6,20.49,10.05,6868.42,Female,1
Triceratops,1.94,19.38,6.93,7853.98,Male,3
TREX,1.39,24.31,11.81,6975.47,Female,1
TREX,1.59,24.97,11.44,7296.09,Female,1
Spinosaurus,1.38,13.22,12.89,8758.95,Male,2
TREX,1.38,22.61,10.31,7025.79,Female,1
TREX,1.34,19.41,10.62,6754.13,Male,1
Triceratops,1.9,16.02,6.89,8415.12,Male,3
Spinosaurus,1.57,12.45,12.14,9139.45,Female,2
Spinosaurus,1.52,16.59,13.61,7842.0,Male,2
Spinosaurus,1.57,16.07,11.83,10789.79,Female,2
Triceratops,2.03,13.14,7.3,6580.4,Male,3
TREX,1.57,20.08,10.8,6672.15,Female,1
Spinosaurus,1.37,13.17,13.2,8471.67,Female,2
Spinosaurus,1.51,14.95,13.55,9068.87,Male,2
Triceratops,2.0,23.09,6.91,9037.18,Male,3
Triceratops,1.96,18.39,7.84,9224.64,Male,3
Triceratops,1.93,16.94,7.99,6987.15,Female,3
Triceratops,1.85,15.19,7.07,7520.77,Female,3
Triceratops,2.01,17.44,8.43,8302.89,Female,3
TREX,1.61,25.03,10.7,5753.4,Female,1
Spinosaurus,1.49,17.76,13.43,8345.55,Male,2
TREX,1.44,19.76,10.99,6074.56,Male,1
TREX,1.56,17.66,13.34,5605.06,Female,1
Triceratops,2.01,20.02,7.31,6221.16,Male,3
TREX,1.51,23.37,9.75,6022.3,Female,1
Triceratops,1.98,20.45,8.18,6930.72,Female,3
Triceratops,1.89,14.57,9.55,6720.33,Male,3
TREX,1.43,15.3,12.13,7589.88,Female,1
Triceratops,2.0,18.42,6.64,7964.66,Female,3
TREX,1.42,20.57,11.48,5831.67,Female,1
Spinosaurus,1.5,9.36,13.04,10983.27,Male,2
Spinosaurus,1.62,13.91,13.87,11728.5,Female,2
Triceratops,2.09,15.0,7.22,6516.39,Male,3
TREX,1.52,16.64,11.96,5813.11,Female,1
Spinosaurus,1.53,14.41,13.41,6852.87,Female,2
TREX,1.56,22.58,8.73,6187.52,Male,1
Spinosaurus,1.42,13.1,13.08,7529.62,Male,2
TREX,1.58,23.69,10.94,7200.79,Male,1
Spinosaurus,1.54,12.09,11.71,8595.93,Male,2
Triceratops,2.02,15.91,8.24,7091.92,Male,3
TREX,1.59,17.05,11.18,7188.42,Female,1
TREX,1.52,20.33,9.73,7007.21,Male,1
Spinosaurus,1.56,11.31,13.21,7078.99,Female,2
TREX,1.54,20.23,11.41,7534.15,Female,1
Triceratops,1.86,20.31,7.75,7440.22,Female,3
Spinosaurus,1.52,16.76,13.08,8747.12,Male,2
TREX,1.52,20.68,10.4,6554.96,Male,1
TREX,1.52,19.02,11.54,7486.66,Female,1
Triceratops,2.14,19.44,9.76,7942.75,Female,3
TREX,1.67,19.77,9.97,5751.14,Male,1
Triceratops,1.98,15.7,6.57,7384.39,Female,3
TREX,1.48,20.66,12.16,6978.92,Female,1
Triceratops,1.85,19.29,7.95,7616.51,Male,3
Triceratops,2.08,12.75,9.01,7044.78,Male,3
Triceratops,1.91,17.6,8.14,6716.04,Female,3
TREX,1.63,17.68,12.32,6288.54,Male,1
Spinosaurus,1.47,16.45,13.99,9848.81,Male,2
TREX,1.6,16.4,11.83,6889.2,Female,1
Triceratops,2.27,18.68,9.26,6785.58,Female,3
Triceratops,2.2,20.38,6.8,7947.31,Female,3
Triceratops,1.61,20.77,8.34,6700.4,Female,3
Triceratops,1.96,18.51,7.69,6725.95,Female,3
TREX,1.43,25.61,11.34,5532.1,Female,1
Spinosaurus,1.38,14.02,12.47,9027.01,Female,2
Spinosaurus,1.55,15.89,14.22,9823.55,Male,2
Spinosaurus,1.39,12.41,11.74,8566.72,Female,2
Spinosaurus,1.44,14.25,13.63,10122.97,Female,2
Spinosaurus,1.44,15.22,13.59,7957.83,Male,2
TREX,1.51,18.84,11.27,6195.73,Male,1
TREX,1.46,16.85,11.29,6443.71,Female,1
TREX,1.54,23.87,10.34,7645.07,Female,1
Triceratops,2.06,17.53,6.15,9157.63,Female,3
Spinosaurus,1.48,13.95,15.41,7956.08,Male,2
TREX,1.49,18.3,11.56,5842.59,Male,1
Triceratops,2.16,19.94,9.66,7154.95,Female,3
Triceratops,1.82,17.48,5.74,6998.48,Female,3
Spinosaurus,1.57,14.69,13.75,9066.59,Female,2
TREX,1.66,18.19,10.94,5047.0,Female,1
Spinosaurus,1.63,15.56,13.42,8935.19,Female,2
Triceratops,2.01,11.61,8.47,7702.46,Female,3
TREX,1.42,23.42,10.12,6508.22,Male,1
Triceratops,1.97,14.77,7.91,7446.42,Female,3
TREX,1.39,16.7,10.78,7088.07,Female,1
Spinosaurus,1.27,15.29,14.04,9416.52,Female,2
TREX,1.43,16.82,8.85,6183.85,Female,1
TREX,1.56,18.89,10.24,7634.68,Female,1
TREX,1.55,22.06,11.85,6216.97,Male,1
Triceratops,1.97,10.35,8.95,7062.47,Female,3
Spinosaurus,1.52,16.49,12.88,11130.1,Male,2
Triceratops,1.98,17.21,6.83,7320.76,Female,3
TREX,1.58,19.85,12.69,7409.61,Female,1
Spinosaurus,1.52,15.06,12.72,7712.62,Female,2
TREX,1.62,19.04,12.18,7711.91,Male,1
TREX,1.39,15.11,9.59,6606.2,Female,1
